Order ID,Order Date,Category,Product,Region,City,Customer Segment,Sales Channel,Quantity,Unit Price,Gross Sales,Discount %,Discount Amount,Net Sales,Profit
106672,2025-03-15,Apparel,Sunglasses,North,Chandigarh,Small Business,Retail Store,1,125.79,125.79,0.0,0.0,125.79,68.76
106664,2025-03-15,Electronics,Mechanical Keyboard,East,Bhubaneswar,Small Business,Retail Store,1,191.05,191.05,0.0,0.0,191.05,62.04
106656,2025-03-15,Electronics,Mechanical Keyboard,East,Guwahati,Small Business,Online,1,176.47,176.47,0.0,0.0,176.47,59.65
106665,2025-03-15,Sports & Outdoors,Dumbbell Set,West,Pune,Small Business,Marketplace,1,180.18,180.18,0.1,18.02,162.16,36.74
106658,2025-03-15,Office Supplies,Notebook Set,East,Kolkata,Small Business,Retail Store,1,15.53,15.53,0.1,1.55,13.98,4.09
106659,2025-03-15,Sports & Outdoors,Bike Helmet,East,Bhubaneswar,Consumer,Retail Store,2,65.34,130.68,0.05,6.53,124.15,27.45
106657,2025-03-15,Apparel,Yoga Pants,West,Mumbai,Consumer,Online,1,25.98,25.98,0.1,2.6,23.38,12.6
106661,2025-03-15,Electronics,Wireless Earbuds,South,Bangalore,Consumer,Online,1,98.37,98.37,0.0,0.0,98.37,28.84
106662,2025-03-15,Home & Kitchen,Toaster,West,Pune,Small Business,Marketplace,1,118.41,118.41,0.05,5.92,112.49,35.93
106663,2025-03-15,Home & Kitchen,Storage Containers,South,Hyderabad,Consumer,Online,1,68.16,68.16,0.05,3.41,64.75,21.69
106660,2025-03-15,Office Supplies,Whiteboard,North,Lucknow,Consumer,Online,1,22.71,22.71,0.0,0.0,22.71,5.76
106691,2025-03-16,Apparel,Winter Coat,East,Bhubaneswar,Consumer,Online,3,68.51,205.53,0.0,0.0,205.53,77.25
106690,2025-03-16,Home & Kitchen,Non-Stick Pan Set,South,Chennai,Consumer,Online,4,87.7,350.8,0.0,0.0,350.8,146.47
106689,2025-03-16,Office Supplies,Ballpoint Pens (Box),West,Mumbai,Small Business,Online,1,61.61,61.61,0.0,0.0,61.61,23.99
106688,2025-03-16,Apparel,Backpack,North,Delhi,Small Business,Online,1,80.56,80.56,0.0,0.0,80.56,29.06
106687,2025-03-16,Sports & Outdoors,Cooler Box,South,Chennai,Small Business,Retail Store,1,97.72,97.72,0.0,0.0,97.72,31.07
106686,2025-03-16,Office Supplies,Printer Paper,East,Kolkata,Small Business,Online,1,5.52,5.52,0.2,1.1,4.42,0.99
106685,2025-03-16,Sports & Outdoors,Hiking Backpack,South,Hyderabad,Consumer,Online,1,17.52,17.52,0.0,0.0,17.52,6.56
106684,2025-03-16,Office Supplies,Whiteboard,North,Delhi,Consumer,Marketplace,1,54.73,54.73,0.05,2.74,51.99,12.54
106682,2025-03-16,Office Supplies,Label Maker,West,Mumbai,Consumer,Online,1,25.77,25.77,0.0,0.0,25.77,6.77
106681,2025-03-16,Sports & Outdoors,Camping Tent,South,Hyderabad,Small Business,Retail Store,1,213.16,213.16,0.0,0.0,213.16,81.09
106680,2025-03-16,Office Supplies,Ballpoint Pens (Box),North,Delhi,Consumer,Online,1,43.48,43.48,0.0,0.0,43.48,14.69
106679,2025-03-16,Electronics,Phone Charger,West,Pune,Enterprise,Retail Store,1,212.79,212.79,0.0,0.0,212.79,44.2
106678,2025-03-16,Sports & Outdoors,Fitness Tracker,South,Hyderabad,Consumer,Retail Store,4,61.7,246.8,0.0,0.0,246.8,62.62
106677,2025-03-16,Sports & Outdoors,Camping Tent,East,Bhubaneswar,Small Business,Online,1,232.29,232.29,0.2,46.46,185.83,49.73
106676,2025-03-16,Office Supplies,File Folders,West,Ahmedabad,Consumer,Online,1,3.88,3.88,0.15,0.58,3.3,1.3
106683,2025-03-16,Apparel,Baseball Cap,North,Lucknow,Small Business,Marketplace,1,44.25,44.25,0.0,0.0,44.25,19.81
106701,2025-03-17,Electronics,Laptop Stand,South,Bangalore,Small Business,Marketplace,1,208.19,208.19,0.05,10.41,197.78,65.67
106707,2025-03-17,Electronics,Bluetooth Speaker,South,Chennai,Small Business,Online,2,120.14,240.28,0.0,0.0,240.28,74.89
106706,2025-03-17,Apparel,Yoga Pants,East,Kolkata,Consumer,Online,1,108.98,108.98,0.0,0.0,108.98,57.36
106705,2025-03-17,Electronics,Smartwatch,East,Guwahati,Consumer,Marketplace,1,176.85,176.85,0.1,17.68,159.17,46.64
106704,2025-03-17,Home & Kitchen,Vacuum Cleaner,North,Delhi,Consumer,Online,2,130.79,261.58,0.0,0.0,261.58,82.12
106703,2025-03-17,Sports & Outdoors,Yoga Mat,West,Pune,Small Business,Online,1,179.18,179.18,0.15,26.88,152.3,36.04
106702,2025-03-17,Apparel,Winter Coat,North,Lucknow,Enterprise,Online,1,93.81,93.81,0.1,9.38,84.43,31.18
106700,2025-03-17,Apparel,Men's T-Shirt,West,Mumbai,Small Business,Marketplace,1,25.29,25.29,0.0,0.0,25.29,13.17
106697,2025-03-17,Sports & Outdoors,Yoga Mat,North,Chandigarh,Consumer,Online,2,100.36,200.72,0.0,0.0,200.72,64.5
106698,2025-03-17,Electronics,Gaming Mouse,West,Mumbai,Small Business,Online,1,76.57,76.57,0.0,0.0,76.57,18.53
106699,2025-03-17,Office Supplies,Whiteboard,South,Hyderabad,Consumer,Online,1,22.51,22.51,0.0,0.0,22.51,6.06
106696,2025-03-17,Electronics,Bluetooth Speaker,South,Hyderabad,Consumer,Online,1,197.66,197.66,0.0,0.0,197.66,46.47
106695,2025-03-17,Office Supplies,Desk Organizer,West,Pune,Consumer,Online,2,32.63,65.26,0.0,0.0,65.26,17.53
106694,2025-03-17,Sports & Outdoors,Resistance Bands,West,Pune,Consumer,Marketplace,2,229.63,459.26,0.0,0.0,459.26,156.24
106693,2025-03-17,Apparel,Denim Jacket,West,Pune,Consumer,Retail Store,2,88.28,176.56,0.0,0.0,176.56,85.1
106692,2025-03-17,Home & Kitchen,Air Fryer,West,Pune,Enterprise,Online,1,96.95,96.95,0.05,4.85,92.1,31.51
106712,2025-03-18,Home & Kitchen,Electric Kettle,North,Lucknow,Enterprise,Online,1,25.34,25.34,0.05,1.27,24.07,9.86
106711,2025-03-18,Home & Kitchen,Knife Set,North,Lucknow,Small Business,Online,1,59.23,59.23,0.15,8.88,50.35,21.0
106710,2025-03-18,Electronics,Wireless Earbuds,South,Chennai,Consumer,Retail Store,1,166.04,166.04,0.0,0.0,166.04,34.77
106709,2025-03-18,Sports & Outdoors,Bike Helmet,West,Pune,Consumer,Marketplace,1,234.67,234.67,0.0,0.0,234.67,84.82
106708,2025-03-18,Electronics,Laptop Stand,South,Bangalore,Small Business,Retail Store,2,53.65,107.3,0.0,0.0,107.3,32.61
106726,2025-03-19,Office Supplies,Ballpoint Pens (Box),East,Guwahati,Consumer,Online,2,59.09,118.18,0.0,0.0,118.18,40.45
106727,2025-03-19,Apparel,Baseball Cap,South,Bangalore,Consumer,Retail Store,1,47.87,47.87,0.2,9.57,38.3,16.17
106724,2025-03-19,Electronics,USB-C Hub,West,Ahmedabad,Consumer,Retail Store,1,218.76,218.76,0.0,0.0,218.76,40.84
106723,2025-03-19,Electronics,Bluetooth Speaker,South,Hyderabad,Small Business,Online,1,173.52,173.52,0.0,0.0,173.52,49.5
106722,2025-03-19,Home & Kitchen,Vacuum Cleaner,North,Delhi,Consumer,Online,1,149.3,149.3,0.05,7.47,141.83,38.75
106721,2025-03-19,Apparel,Backpack,East,Kolkata,Small Business,Marketplace,2,80.19,160.38,0.0,0.0,160.38,58.93
106720,2025-03-19,Office Supplies,File Folders,South,Chennai,Consumer,Retail Store,1,69.74,69.74,0.0,0.0,69.74,22.64
106725,2025-03-19,Home & Kitchen,Cutting Board,North,Lucknow,Enterprise,Online,1,105.28,105.28,0.1,10.53,94.75,26.77
106718,2025-03-19,Home & Kitchen,Non-Stick Pan Set,South,Chennai,Small Business,Online,1,145.99,145.99,0.05,7.3,138.69,55.23
106717,2025-03-19,Home & Kitchen,Cutting Board,North,Delhi,Consumer,Retail Store,1,79.13,79.13,0.15,11.87,67.26,17.98
106716,2025-03-19,Electronics,Mechanical Keyboard,South,Chennai,Small Business,Retail Store,1,179.1,179.1,0.0,0.0,179.1,52.19
106715,2025-03-19,Electronics,Bluetooth Speaker,West,Mumbai,Consumer,Online,4,72.87,291.48,0.05,14.57,276.91,88.32
106714,2025-03-19,Office Supplies,Notebook Set,North,Lucknow,Consumer,Marketplace,1,52.74,52.74,0.0,0.0,52.74,16.7
106713,2025-03-19,Electronics,Smartwatch,South,Chennai,Enterprise,Marketplace,1,89.15,89.15,0.0,0.0,89.15,28.63
106719,2025-03-19,Office Supplies,Printer Paper,South,Bangalore,Consumer,Retail Store,1,64.77,64.77,0.0,0.0,64.77,19.08
106740,2025-03-20,Electronics,Power Bank,East,Kolkata,Consumer,Online,1,88.41,88.41,0.2,17.68,70.73,23.07
106739,2025-03-20,Electronics,Laptop Stand,West,Ahmedabad,Consumer,Online,1,184.41,184.41,0.0,0.0,184.41,48.74
106738,2025-03-20,Home & Kitchen,Electric Kettle,East,Bhubaneswar,Consumer,Marketplace,1,162.04,162.04,0.0,0.0,162.04,55.9
106737,2025-03-20,Home & Kitchen,Electric Kettle,East,Kolkata,Small Business,Online,1,110.71,110.71,0.1,11.07,99.64,33.48
106736,2025-03-20,Sports & Outdoors,Bike Helmet,South,Chennai,Small Business,Retail Store,1,56.25,56.25,0.15,8.44,47.81,11.89
106734,2025-03-20,Electronics,Gaming Mouse,East,Bhubaneswar,Small Business,Online,1,197.01,197.01,0.0,0.0,197.01,62.03
106735,2025-03-20,Electronics,Smartwatch,North,Delhi,Consumer,Online,1,80.82,80.82,0.15,12.12,68.7,22.49
106732,2025-03-20,Electronics,Laptop Stand,North,Chandigarh,Consumer,Retail Store,1,218.3,218.3,0.0,0.0,218.3,75.43
106731,2025-03-20,Electronics,Power Bank,East,Bhubaneswar,Consumer,Online,1,62.87,62.87,0.0,0.0,62.87,15.92
106730,2025-03-20,Office Supplies,Whiteboard,North,Chandigarh,Consumer,Online,2,66.25,132.5,0.0,0.0,132.5,44.95
106729,2025-03-20,Electronics,Power Bank,West,Pune,Consumer,Online,2,29.37,58.74,0.0,0.0,58.74,12.74
106728,2025-03-20,Office Supplies,Stapler,North,Lucknow,Consumer,Marketplace,1,12.37,12.37,0.05,0.62,11.75,3.7
106733,2025-03-20,Electronics,USB-C Hub,North,Lucknow,Consumer,Online,1,17.33,17.33,0.0,0.0,17.33,5.05
106751,2025-03-21,Office Supplies,Desk Lamp,West,Ahmedabad,Consumer,Marketplace,1,46.11,46.11,0.0,0.0,46.11,17.64
106758,2025-03-21,Home & Kitchen,Toaster,North,Delhi,Consumer,Marketplace,1,70.53,70.53,0.0,0.0,70.53,31.72
106757,2025-03-21,Sports & Outdoors,Resistance Bands,West,Ahmedabad,Consumer,Marketplace,1,40.5,40.5,0.05,2.02,38.48,11.05
106756,2025-03-21,Office Supplies,Desk Organizer,West,Ahmedabad,Consumer,Online,1,19.23,19.23,0.1,1.92,17.31,5.28
106755,2025-03-21,Sports & Outdoors,Dumbbell Set,North,Lucknow,Consumer,Retail Store,1,47.75,47.75,0.0,0.0,47.75,14.53
106754,2025-03-21,Office Supplies,Ballpoint Pens (Box),South,Hyderabad,Enterprise,Online,1,70.71,70.71,0.0,0.0,70.71,18.29
106753,2025-03-21,Home & Kitchen,Cutting Board,East,Bhubaneswar,Consumer,Retail Store,2,46.63,93.26,0.0,0.0,93.26,23.89
106752,2025-03-21,Electronics,Laptop Stand,South,Bangalore,Consumer,Online,2,129.68,259.36,0.0,0.0,259.36,55.41
106750,2025-03-21,Sports & Outdoors,Fitness Tracker,North,Delhi,Small Business,Online,1,172.21,172.21,0.0,0.0,172.21,54.1
106741,2025-03-21,Home & Kitchen,Knife Set,South,Bangalore,Consumer,Online,1,22.79,22.79,0.0,0.0,22.79,7.42
106748,2025-03-21,Sports & Outdoors,Water Bottle,South,Bangalore,Small Business,Online,1,153.52,153.52,0.15,23.03,130.49,48.94
106747,2025-03-21,Office Supplies,File Folders,East,Bhubaneswar,Small Business,Online,1,55.86,55.86,0.0,0.0,55.86,15.67
106746,2025-03-21,Apparel,Backpack,North,Chandigarh,Consumer,Marketplace,1,60.66,60.66,0.0,0.0,60.66,26.83
106745,2025-03-21,Sports & Outdoors,Cooler Box,South,Bangalore,Consumer,Retail Store,1,215.08,215.08,0.0,0.0,215.08,71.01
106744,2025-03-21,Sports & Outdoors,Jump Rope,North,Delhi,Consumer,Retail Store,1,222.87,222.87,0.0,0.0,222.87,79.32
106743,2025-03-21,Office Supplies,Printer Paper,North,Chandigarh,Consumer,Marketplace,2,66.34,132.68,0.0,0.0,132.68,29.0
106742,2025-03-21,Apparel,Winter Coat,East,Guwahati,Small Business,Online,1,11.44,11.44,0.0,0.0,11.44,4.45
106749,2025-03-21,Home & Kitchen,Non-Stick Pan Set,East,Kolkata,Enterprise,Marketplace,1,127.3,127.3,0.0,0.0,127.3,33.33
106774,2025-03-22,Home & Kitchen,Blender,South,Chennai,Small Business,Online,1,159.17,159.17,0.0,0.0,159.17,42.22
106773,2025-03-22,Office Supplies,Ballpoint Pens (Box),East,Kolkata,Consumer,Online,1,36.17,36.17,0.1,3.62,32.55,7.17
106772,2025-03-22,Home & Kitchen,Non-Stick Pan Set,North,Chandigarh,Consumer,Online,2,129.52,259.04,0.0,0.0,259.04,110.95
106771,2025-03-22,Apparel,Sunglasses,West,Ahmedabad,Small Business,Online,1,31.53,31.53,0.0,0.0,31.53,11.75
106770,2025-03-22,Sports & Outdoors,Fitness Tracker,North,Chandigarh,Consumer,Online,1,195.41,195.41,0.0,0.0,195.41,51.89
106769,2025-03-22,Apparel,Running Shoes,North,Delhi,Consumer,Online,1,75.77,75.77,0.0,0.0,75.77,26.59
106768,2025-03-22,Office Supplies,Stapler,North,Chandigarh,Consumer,Marketplace,1,41.48,41.48,0.0,0.0,41.48,11.61
106767,2025-03-22,Apparel,Winter Coat,West,Mumbai,Consumer,Retail Store,4,38.09,152.36,0.2,30.47,121.89,53.81
106765,2025-03-22,Home & Kitchen,Toaster,West,Mumbai,Small Business,Online,4,97.93,391.72,0.0,0.0,391.72,155.75
106764,2025-03-22,Home & Kitchen,Electric Kettle,East,Bhubaneswar,Small Business,Online,1,84.63,84.63,0.0,0.0,84.63,29.94
106763,2025-03-22,Home & Kitchen,Storage Containers,South,Chennai,Consumer,Online,1,100.42,100.42,0.0,0.0,100.42,25.76
106762,2025-03-22,Sports & Outdoors,Hiking Backpack,South,Bangalore,Consumer,Retail Store,1,125.33,125.33,0.0,0.0,125.33,36.51
106761,2025-03-22,Apparel,Backpack,South,Hyderabad,Consumer,Online,1,73.42,73.42,0.0,0.0,73.42,33.93
106760,2025-03-22,Home & Kitchen,Non-Stick Pan Set,South,Bangalore,Consumer,Online,1,166.29,166.29,0.0,0.0,166.29,58.85
106759,2025-03-22,Office Supplies,Label Maker,East,Kolkata,Consumer,Online,1,69.93,69.93,0.0,0.0,69.93,26.49
106766,2025-03-22,Apparel,Winter Coat,South,Bangalore,Consumer,Online,2,38.48,76.96,0.0,0.0,76.96,38.74
106786,2025-03-23,Sports & Outdoors,Bike Helmet,South,Chennai,Enterprise,Retail Store,1,241.68,241.68,0.0,0.0,241.68,72.53
106787,2025-03-23,Office Supplies,Sticky Notes Pack,North,Lucknow,Consumer,Online,3,23.16,69.48,0.0,0.0,69.48,19.0
106788,2025-03-23,Apparel,Men's T-Shirt,North,Lucknow,Consumer,Online,2,118.58,237.16,0.1,23.72,213.44,101.64
106789,2025-03-23,Home & Kitchen,Blender,North,Chandigarh,Consumer,Retail Store,1,53.97,53.97,0.0,0.0,53.97,21.92
106794,2025-03-23,Electronics,Smartwatch,East,Guwahati,Consumer,Online,2,18.2,36.4,0.0,0.0,36.4,9.15
106791,2025-03-23,Home & Kitchen,Blender,West,Mumbai,Small Business,Online,1,80.02,80.02,0.1,8.0,72.02,27.99
106792,2025-03-23,Home & Kitchen,Storage Containers,West,Ahmedabad,Consumer,Online,1,56.77,56.77,0.1,5.68,51.09,18.16
106790,2025-03-23,Sports & Outdoors,Water Bottle,North,Delhi,Consumer,Retail Store,1,230.17,230.17,0.0,0.0,230.17,65.58
106785,2025-03-23,Office Supplies,Notebook Set,North,Lucknow,Small Business,Marketplace,1,81.92,81.92,0.0,0.0,81.92,27.64
106793,2025-03-23,Home & Kitchen,Toaster,East,Bhubaneswar,Consumer,Online,3,42.1,126.3,0.0,0.0,126.3,50.41
106783,2025-03-23,Office Supplies,File Folders,South,Bangalore,Consumer,Online,1,86.11,86.11,0.0,0.0,86.11,28.3
106784,2025-03-23,Office Supplies,Desk Organizer,East,Guwahati,Small Business,Online,2,70.46,140.92,0.0,0.0,140.92,55.14
106776,2025-03-23,Sports & Outdoors,Hiking Backpack,West,Pune,Consumer,Marketplace,1,159.86,159.86,0.0,0.0,159.86,46.08
106777,2025-03-23,Home & Kitchen,Coffee Maker,South,Chennai,Small Business,Online,1,136.06,136.06,0.0,0.0,136.06,47.64
106778,2025-03-23,Office Supplies,Printer Paper,South,Chennai,Small Business,Retail Store,1,68.52,68.52,0.0,0.0,68.52,26.38
106775,2025-03-23,Sports & Outdoors,Fitness Tracker,West,Pune,Consumer,Online,1,188.6,188.6,0.0,0.0,188.6,68.06
106780,2025-03-23,Home & Kitchen,Vacuum Cleaner,West,Pune,Small Business,Marketplace,1,159.14,159.14,0.0,0.0,159.14,61.32
106781,2025-03-23,Apparel,Women's Hoodie,East,Bhubaneswar,Small Business,Marketplace,1,119.88,119.88,0.0,0.0,119.88,50.45
106782,2025-03-23,Electronics,Bluetooth Speaker,North,Delhi,Small Business,Retail Store,1,16.82,16.82,0.0,0.0,16.82,5.87
106779,2025-03-23,Apparel,Sunglasses,North,Delhi,Consumer,Online,1,19.81,19.81,0.0,0.0,19.81,7.99
106804,2025-03-24,Electronics,Gaming Mouse,South,Bangalore,Consumer,Retail Store,1,182.3,182.3,0.0,0.0,182.3,54.87
106811,2025-03-24,Home & Kitchen,Vacuum Cleaner,West,Mumbai,Consumer,Retail Store,1,25.28,25.28,0.0,0.0,25.28,10.98
106809,2025-03-24,Apparel,Winter Coat,South,Bangalore,Small Business,Online,1,133.67,133.67,0.0,0.0,133.67,66.51
106808,2025-03-24,Sports & Outdoors,Water Bottle,West,Pune,Consumer,Online,1,179.75,179.75,0.0,0.0,179.75,48.73
106807,2025-03-24,Electronics,USB-C Hub,North,Delhi,Enterprise,Retail Store,2,106.22,212.44,0.0,0.0,212.44,55.04
106806,2025-03-24,Electronics,USB-C Hub,North,Delhi,Consumer,Marketplace,2,155.8,311.6,0.0,0.0,311.6,92.3
106805,2025-03-24,Apparel,Backpack,East,Guwahati,Consumer,Online,1,44.76,44.76,0.0,0.0,44.76,22.22
106803,2025-03-24,Sports & Outdoors,Cooler Box,West,Ahmedabad,Consumer,Marketplace,1,83.82,83.82,0.0,0.0,83.82,21.22
106810,2025-03-24,Home & Kitchen,Toaster,West,Ahmedabad,Small Business,Retail Store,1,158.57,158.57,0.0,0.0,158.57,64.32
106801,2025-03-24,Apparel,Baseball Cap,North,Lucknow,Consumer,Online,1,135.62,135.62,0.0,0.0,135.62,67.61
106800,2025-03-24,Apparel,Women's Hoodie,North,Delhi,Small Business,Online,1,30.25,30.25,0.15,4.54,25.71,9.04
106799,2025-03-24,Sports & Outdoors,Resistance Bands,South,Chennai,Enterprise,Online,1,242.48,242.48,0.2,48.5,193.98,72.17
106798,2025-03-24,Electronics,USB-C Hub,East,Guwahati,Enterprise,Marketplace,1,216.1,216.1,0.0,0.0,216.1,66.51
106797,2025-03-24,Sports & Outdoors,Fitness Tracker,West,Mumbai,Consumer,Online,1,100.48,100.48,0.0,0.0,100.48,32.52
106796,2025-03-24,Home & Kitchen,Coffee Maker,West,Ahmedabad,Consumer,Online,1,110.97,110.97,0.0,0.0,110.97,35.63
106795,2025-03-24,Apparel,Women's Hoodie,North,Chandigarh,Consumer,Retail Store,3,102.05,306.15,0.0,0.0,306.15,142.45
106802,2025-03-24,Apparel,Sunglasses,West,Ahmedabad,Small Business,Online,1,35.02,35.02,0.0,0.0,35.02,14.4
106823,2025-03-25,Office Supplies,Printer Paper,East,Bhubaneswar,Small Business,Online,1,23.98,23.98,0.0,0.0,23.98,8.43
106822,2025-03-25,Home & Kitchen,Electric Kettle,North,Lucknow,Consumer,Online,1,74.91,74.91,0.05,3.75,71.16,27.04
106821,2025-03-25,Apparel,Baseball Cap,East,Bhubaneswar,Consumer,Retail Store,2,23.74,47.48,0.0,0.0,47.48,19.47
106819,2025-03-25,Apparel,Wool Sweater,West,Mumbai,Consumer,Online,1,134.69,134.69,0.0,0.0,134.69,65.33
106818,2025-03-25,Electronics,USB-C Hub,North,Lucknow,Small Business,Online,1,85.04,85.04,0.0,0.0,85.04,23.41
106820,2025-03-25,Sports & Outdoors,Bike Helmet,North,Delhi,Consumer,Marketplace,2,234.39,468.78,0.0,0.0,468.78,144.28
106816,2025-03-25,Home & Kitchen,Non-Stick Pan Set,West,Pune,Consumer,Online,1,18.21,18.21,0.05,0.91,17.3,4.8
106815,2025-03-25,Apparel,Running Shoes,North,Lucknow,Small Business,Marketplace,3,121.45,364.35,0.0,0.0,364.35,175.5
106814,2025-03-25,Home & Kitchen,Non-Stick Pan Set,East,Guwahati,Small Business,Retail Store,2,92.18,184.36,0.1,18.44,165.92,63.86
106813,2025-03-25,Sports & Outdoors,Hiking Backpack,South,Hyderabad,Consumer,Retail Store,1,91.55,91.55,0.0,0.0,91.55,22.61
106812,2025-03-25,Sports & Outdoors,Yoga Mat,South,Chennai,Consumer,Marketplace,1,178.17,178.17,0.1,17.82,160.35,53.67
106817,2025-03-25,Home & Kitchen,Toaster,East,Kolkata,Consumer,Marketplace,1,118.33,118.33,0.0,0.0,118.33,52.08
106834,2025-03-26,Home & Kitchen,Non-Stick Pan Set,West,Pune,Consumer,Online,1,150.92,150.92,0.0,0.0,150.92,57.25
106833,2025-03-26,Office Supplies,Ballpoint Pens (Box),South,Hyderabad,Small Business,Online,1,40.44,40.44,0.05,2.02,38.42,14.68
106832,2025-03-26,Apparel,Baseball Cap,North,Delhi,Consumer,Online,1,95.89,95.89,0.0,0.0,95.89,41.46
106831,2025-03-26,Home & Kitchen,Air Fryer,North,Lucknow,Consumer,Online,3,138.34,415.02,0.0,0.0,415.02,137.47
106830,2025-03-26,Electronics,USB-C Hub,North,Lucknow,Consumer,Online,1,168.95,168.95,0.05,8.45,160.5,48.73
106827,2025-03-26,Office Supplies,Whiteboard,East,Bhubaneswar,Consumer,Online,1,61.7,61.7,0.0,0.0,61.7,24.33
106828,2025-03-26,Electronics,Wireless Earbuds,North,Lucknow,Consumer,Marketplace,1,26.58,26.58,0.0,0.0,26.58,7.32
106826,2025-03-26,Home & Kitchen,Coffee Maker,East,Bhubaneswar,Consumer,Retail Store,1,51.0,51.0,0.0,0.0,51.0,22.95
106825,2025-03-26,Sports & Outdoors,Bike Helmet,West,Ahmedabad,Enterprise,Online,1,204.45,204.45,0.0,0.0,204.45,69.65
106824,2025-03-26,Home & Kitchen,Cutting Board,East,Kolkata,Consumer,Online,2,39.32,78.64,0.0,0.0,78.64,31.73
106829,2025-03-26,Electronics,Power Bank,North,Delhi,Consumer,Online,1,84.83,84.83,0.0,0.0,84.83,17.76
106846,2025-03-27,Apparel,Backpack,West,Mumbai,Consumer,Marketplace,1,70.16,70.16,0.05,3.51,66.65,28.13
106847,2025-03-27,Sports & Outdoors,Jump Rope,North,Chandigarh,Consumer,Online,1,151.93,151.93,0.0,0.0,151.93,37.8
106848,2025-03-27,Office Supplies,Desk Lamp,West,Mumbai,Consumer,Online,2,26.62,53.24,0.05,2.66,50.58,14.94
106850,2025-03-27,Electronics,Laptop Stand,East,Guwahati,Consumer,Marketplace,2,53.11,106.22,0.05,5.31,100.91,34.89
106844,2025-03-27,Apparel,Baseball Cap,West,Ahmedabad,Small Business,Online,2,53.88,107.76,0.0,0.0,107.76,56.09
106849,2025-03-27,Electronics,Smartwatch,South,Bangalore,Small Business,Online,1,54.74,54.74,0.0,0.0,54.74,12.96
106843,2025-03-27,Apparel,Sunglasses,South,Hyderabad,Consumer,Marketplace,1,122.21,122.21,0.0,0.0,122.21,65.6
106845,2025-03-27,Home & Kitchen,Toaster,East,Kolkata,Small Business,Online,1,148.05,148.05,0.05,7.4,140.65,46.27
106841,2025-03-27,Office Supplies,Printer Paper,South,Hyderabad,Consumer,Online,1,23.41,23.41,0.0,0.0,23.41,7.04
106840,2025-03-27,Home & Kitchen,Knife Set,North,Lucknow,Consumer,Online,2,37.92,75.84,0.0,0.0,75.84,26.52
106839,2025-03-27,Sports & Outdoors,Yoga Mat,East,Guwahati,Small Business,Marketplace,2,130.96,261.92,0.0,0.0,261.92,92.19
106838,2025-03-27,Electronics,Smartwatch,North,Lucknow,Consumer,Online,3,181.2,543.6,0.0,0.0,543.6,142.89
106837,2025-03-27,Sports & Outdoors,Fitness Tracker,North,Chandigarh,Consumer,Online,1,121.26,121.26,0.0,0.0,121.26,44.84
106842,2025-03-27,Sports & Outdoors,Resistance Bands,West,Ahmedabad,Consumer,Retail Store,1,174.74,174.74,0.0,0.0,174.74,53.91
106836,2025-03-27,Sports & Outdoors,Jump Rope,South,Hyderabad,Consumer,Retail Store,1,181.02,181.02,0.0,0.0,181.02,66.84
106835,2025-03-27,Electronics,Phone Charger,South,Bangalore,Enterprise,Retail Store,2,99.02,198.04,0.0,0.0,198.04,49.2
106866,2025-03-28,Office Supplies,Notebook Set,North,Delhi,Consumer,Retail Store,1,74.74,74.74,0.1,7.47,67.27,23.32
106865,2025-03-28,Home & Kitchen,Non-Stick Pan Set,South,Hyderabad,Enterprise,Retail Store,1,27.34,27.34,0.0,0.0,27.34,8.11
106864,2025-03-28,Home & Kitchen,Knife Set,West,Ahmedabad,Consumer,Retail Store,2,94.54,189.08,0.0,0.0,189.08,53.95
106863,2025-03-28,Sports & Outdoors,Jump Rope,East,Kolkata,Small Business,Online,2,236.94,473.88,0.0,0.0,473.88,148.58
106862,2025-03-28,Electronics,Power Bank,East,Kolkata,Small Business,Online,1,124.22,124.22,0.1,12.42,111.8,26.87
106861,2025-03-28,Electronics,Mechanical Keyboard,West,Mumbai,Small Business,Online,2,115.98,231.96,0.0,0.0,231.96,50.84
106859,2025-03-28,Sports & Outdoors,Bike Helmet,South,Chennai,Small Business,Online,2,200.85,401.7,0.0,0.0,401.7,149.15
106860,2025-03-28,Sports & Outdoors,Bike Helmet,South,Bangalore,Consumer,Marketplace,1,231.49,231.49,0.0,0.0,231.49,67.94
106857,2025-03-28,Electronics,Gaming Mouse,South,Chennai,Small Business,Online,1,40.65,40.65,0.0,0.0,40.65,12.21
106856,2025-03-28,Sports & Outdoors,Dumbbell Set,East,Bhubaneswar,Consumer,Retail Store,1,42.23,42.23,0.1,4.22,38.01,11.54
106855,2025-03-28,Apparel,Yoga Pants,West,Mumbai,Consumer,Online,1,37.98,37.98,0.1,3.8,34.18,12.55
106854,2025-03-28,Sports & Outdoors,Cooler Box,North,Lucknow,Consumer,Marketplace,1,195.17,195.17,0.0,0.0,195.17,52.0
106853,2025-03-28,Home & Kitchen,Knife Set,North,Chandigarh,Consumer,Retail Store,2,51.06,102.12,0.15,15.32,86.8,32.32
106852,2025-03-28,Home & Kitchen,Electric Kettle,West,Pune,Consumer,Online,1,68.7,68.7,0.0,0.0,68.7,30.27
106851,2025-03-28,Home & Kitchen,Knife Set,East,Guwahati,Small Business,Marketplace,1,19.92,19.92,0.0,0.0,19.92,5.48
106858,2025-03-28,Sports & Outdoors,Cooler Box,North,Delhi,Small Business,Retail Store,2,160.42,320.84,0.0,0.0,320.84,104.86
